call_id,opp_id,owner_id,call_date,duration_minutes,direction,call_type,disposition,num_participants,talk_ratio_rep,longest_monologue_sec,question_count,next_steps_mentioned
288,4757,10,2023-07-11T16:15:00,,Inbound,Demo,Completed,8,0.59,147,14,False
289,3582,8,2024-12-25T14:15:00,-24,Outbound,Technical Deep Dive,Completed,8,1.24,154,7,False
290,173,7,2023-08-09T11:15:00,36,Outbound,Demo,Rescheduled,1,,,0,False
291,3046,4,2024-12-03T15:15:00,50,Outbound,QBR,Completed,7,0.41,103,16,True
292,2832,7,2024-01-06T15:45:00,19,Outbound,Check-In,Completed,8,0.65,61,16,False
293,2470,4,2024-07-23T13:15:00,0,Outbound,Negotiation,No Show,1,,,0,False
294,1247,6,2024-12-14T16:00:00,26,Inbound,QBR,Completed,5,0.44,233,16,True
295,1164,7,2024-12-02T12:15:00,1,Outbound,Check-In,Voicemail,1,,,0,False
296,3611,5,2024-09-28T11:30:00,49,Inbound,Check-In,Completed,8,0.66,107,4,False
297,123,14,2024-05-02T09:15:00,15,Outbound,Check-In,Completed,6,0.44,59,11,False
298,2809,4,2024-09-02T14:30:00,40,Outbound,Check-In,Rescheduled,1,,,0,False
299,4007,8,2022-08-11T08:45:00,52,Outbound,Check-In,Completed,7,0.54,203,14,False
300,3317,5,2024-10-29T11:45:00,1,Outbound,Discovery,Voicemail,1,,,0,False
301,4432,7,2024-06-09T12:45:00,-43,Outbound,Negotiation,Rescheduled,1,,,0,False
302,559,1,2024-07-05T10:45:00,31,Outbound,Follow-Up,Completed,7,0.52,51,9,True
303,3464,16,2030-06-15T10:00:00,22,Inbound,Check-In,Rescheduled,1,,,0,False
304,2641,2,2024-12-14T15:45:00,22,Outbound,Negotiation,Completed,3,0.49,88,15,False
305,4062,10,2030-06-15T10:00:00,26,Outbound,Check-In,Completed,8,0.41,121,17,False
306,2096,11,2024-11-07T10:30:00,3,Outbound,Demo,Voicemail,1,,,0,False
307,4425,16,2024-12-28T08:30:00,37,Outbound,QBR,Completed,2,0.83,197,8,False
308,3011,14,2024-12-16T14:45:00,32,Outbound,Negotiation,Completed,4,0.48,188,9,False
309,1619,6,2024-12-25T13:45:00,50,Inbound,Check-In,Completed,2,0.53,141,11,False
310,1935,3,2024-08-14T16:30:00,23,Outbound,Demo,Completed,8,0.35,134,8,True
311,2735,4,2022-01-23T13:45:00,57,Outbound,Discovery,Completed,4,0.43,30,17,True
312,3327,2,2023-11-17T16:45:00,48,Outbound,Check-In,Completed,6,0.3,191,13,True
313,3321,15,2024-12-28T09:15:00,58,Outbound,Discovery,Completed,6,0.74,101,6,False
314,442,12,2024-07-02T13:30:00,25,Inbound,Technical Deep Dive,Completed,5,0.86,120,9,False
315,466,5,2024-04-11T15:00:00,23,Outbound,Discovery,Completed,7,0.63,149,10,True
316,468,12,2023-09-16T14:00:00,37,Outbound,Technical Deep Dive,Completed,7,0.61,188,10,True
317,3151,3,2024-11-13T12:45:00,,Outbound,Check-In,Completed,6,0.61,144,22,True
318,1187,1,2022-06-30T11:45:00,0,Outbound,Check-In,No Show,1,,,0,False
319,4063,14,2024-12-16T13:00:00,60,Outbound,Negotiation,Completed,5,0.83,200,10,False
320,397,2,2024-12-02T16:30:00,40,Outbound,Check-In,Completed,6,1.28,144,6,False
321,2253,14,2024-06-18T15:30:00,48,Outbound,Check-In,Completed,3,0.6,152,8,True
322,1558,4,2024-12-24T14:15:00,25,Outbound,Technical Deep Dive,Completed,4,0.49,166,18,True
323,3552,2,2023-11-04T11:30:00,50,Outbound,Demo,Completed,6,0.49,110,9,True
324,2077,16,2023-09-23T13:15:00,23,Outbound,Discovery,Completed,2,0.66,59,14,True
325,3892,10,2024-11-22T12:30:00,27,Outbound,Follow-Up,Completed,8,0.47,239,7,False
326,2001,5,2024-10-12T15:45:00,18,Outbound,QBR,Rescheduled,1,,,0,False
327,4091,12,2023-09-25T10:15:00,60,Outbound,Follow-Up,Completed,7,0.41,99,16,False
328,836,5,2024-09-18T12:30:00,59,Outbound,Negotiation,Completed,3,0.55,145,14,False
329,3914,10,2023-02-16T16:45:00,29,Outbound,Check-In,Completed,2,0.67,169,8,False
330,2405,3,2024-12-05T15:30:00,45,Outbound,Discovery,Completed,8,0.32,70,21,True
331,2413,2,2024-12-16T12:15:00,27,Outbound,Check-In,Completed,4,0.63,171,19,False
332,1053,5,2023-09-09T14:45:00,26,Outbound,Negotiation,Completed,2,0.66,239,5,False
333,852,9,2024-04-28T11:15:00,50,Inbound,Negotiation,Completed,5,0.66,164,14,True
334,2969,6,2024-03-17T11:00:00,41,Outbound,Follow-Up,Rescheduled,1,,,0,False
335,1569,8,2024-12-14T10:45:00,59,Outbound,QBR,Completed,3,0.52,166,16,False
336,2973,5,2024-07-02T14:15:00,22,Outbound,Discovery,Completed,3,0.38,159,9,False
337,3313,1,2024-04-06T15:30:00,36,Outbound,QBR,Rescheduled,1,,,0,False
338,3846,9,2024-12-03T10:00:00,20,Outbound,Negotiation,Completed,7,0.67,160,1,False
339,3400,4,2023-05-11T13:00:00,40,Outbound,Discovery,Completed,5,0.63,234,7,False
340,4718,6,2024-02-20T09:15:00,1,Inbound,Follow-Up,Voicemail,1,,,0,False
341,1070,16,2022-02-23T15:45:00,33,Inbound,Demo,Rescheduled,1,,,0,False
342,2292,2,2024-05-15T16:45:00,22,Outbound,Check-In,Completed,3,0.6,98,24,True
343,368,13,2024-12-15T13:45:00,26,Inbound,Check-In,Completed,8,0.73,174,4,True
344,145,3,2024-12-07T13:00:00,38,Outbound,Check-In,Rescheduled,1,,,0,False
345,1245,2,2024-11-07T16:00:00,32,Outbound,QBR,Completed,8,0.39,88,8,True
346,377,4,2023-08-25T11:30:00,58,Inbound,Negotiation,Completed,7,0.44,154,21,False
347,3188,11,2022-07-11T13:00:00,53,Inbound,QBR,Completed,6,0.78,47,5,False
348,1976,4,2024-08-10T16:00:00,0,Outbound,Negotiation,No Show,1,,,0,False
349,2862,9,2023-05-05T11:30:00,24,Inbound,Negotiation,Rescheduled,1,,,0,False
350,1668,5,2024-08-26T10:15:00,0,Outbound,QBR,No Show,1,,,0,False
351,424,1,2024-09-12T15:15:00,32,Outbound,QBR,Completed,3,0.55,30,12,True
352,790,10,2024-04-22T16:30:00,20,Inbound,Follow-Up,Completed,2,0.65,214,18,False
353,49,1,2024-07-20T12:15:00,50,Outbound,Check-In,Completed,4,0.61,96,13,True
354,4742,10,2024-04-30T16:15:00,32,Outbound,Discovery,Completed,3,0.42,41,5,True
355,1408,7,2021-07-01T16:00:00,26,Outbound,Follow-Up,Rescheduled,1,,,0,False
356,3964,14,2024-12-04T13:00:00,58,Outbound,Follow-Up,Completed,3,0.7,70,14,True
357,2416,9,2024-10-30T08:30:00,58,Outbound,Discovery,Completed,2,0.42,194,15,True
358,4379,1,2024-12-16T15:15:00,55,Outbound,QBR,Completed,6,0.51,69,18,True
359,1510,16,2024-12-24T14:15:00,47,Outbound,Demo,Completed,4,0.42,153,4,False
360,2300,15,2024-09-18T09:45:00,25,Inbound,Check-In,Completed,2,0.71,164,13,True
361,192,16,2024-07-09T13:30:00,40,Outbound,Demo,Completed,7,0.57,205,11,True
362,1876,7,2024-09-01T10:00:00,17,Inbound,Demo,Completed,3,0.39,68,4,True
363,987,4,2021-05-22T12:15:00,50,Outbound,QBR,Completed,6,0.67,150,4,False
364,3287,9,2024-10-28T14:45:00,0,Outbound,Discovery,No Show,1,,,0,False
365,2183,2,2024-08-25T12:15:00,17,Inbound,Demo,Completed,4,0.64,153,10,False
366,3725,8,2022-01-03T11:00:00,0,Outbound,Discovery,No Show,1,,,0,False
367,3668,1,2024-11-05T08:45:00,18,Inbound,Discovery,Completed,4,0.39,144,18,True
368,1518,10,2024-02-21T11:30:00,34,Inbound,Check-In,Completed,6,0.67,103,5,True
369,2835,15,2024-12-03T09:30:00,34,Inbound,Technical Deep Dive,Completed,8,0.63,91,7,False
370,1354,16,2024-07-10T14:00:00,46,Outbound,QBR,Completed,8,0.64,41,15,False
371,4327,14,2023-10-25T12:45:00,16,Outbound,Follow-Up,Rescheduled,1,,,0,False
372,4584,16,2024-12-02T12:45:00,18,Outbound,Check-In,Completed,4,0.73,65,12,False
373,471,9,2024-12-06T14:15:00,55,Outbound,Demo,Completed,3,0.44,65,3,False
374,761,16,2024-12-15T14:00:00,21,Outbound,Discovery,Completed,6,0.57,123,3,False
375,748,2,2024-10-15T11:30:00,41,Outbound,Check-In,Completed,2,0.43,213,20,True
376,3746,4,2024-11-25T14:45:00,0,Outbound,Check-In,No Show,1,,,0,False
377,860,1,2030-06-15T10:00:00,55,Outbound,Check-In,Completed,4,0.45,113,13,True
378,3634,16,2024-12-13T12:45:00,60,Outbound,Follow-Up,Completed,2,0.63,87,13,False
379,3156,3,2024-06-06T09:30:00,,Outbound,Negotiation,No Show,1,,,0,False
380,118,9,2024-02-29T16:30:00,41,Inbound,Negotiation,Rescheduled,1,,,0,False
381,1615,9,2024-04-13T16:30:00,16,Outbound,Discovery,Completed,2,0.54,129,10,False
382,2637,1,2024-03-05T11:15:00,18,Outbound,Negotiation,Completed,5,0.42,85,15,True
383,622,12,2024-09-10T10:00:00,18,Outbound,Demo,Rescheduled,1,,,0,False
384,3894,3,2024-12-31T15:15:00,35,Outbound,Follow-Up,Completed,7,0.49,31,8,False
385,4975,14,2022-04-12T16:45:00,16,Outbound,Discovery,Completed,3,0.43,35,14,False
386,2692,2,2024-12-08T15:30:00,24,Inbound,QBR,Completed,7,0.45,215,12,False
387,1890,9,2024-10-30T11:30:00,49,Outbound,Negotiation,Completed,2,0.48,92,17,True
388,1830,7,2030-06-15T10:00:00,-20,Outbound,Demo,Completed,2,0.74,272,7,False
389,350,13,2023-10-09T14:30:00,39,Outbound,Negotiation,Completed,8,0.74,207,11,False
390,4404,6,2024-08-22T15:30:00,32,Outbound,Check-In,Completed,6,0.45,101,11,True
391,598,13,2024-12-14T09:30:00,26,Outbound,Demo,Completed,3,0.84,176,5,False
392,1073,10,2022-02-26T13:30:00,47,Outbound,Discovery,Completed,5,0.47,240,10,True
393,1862,16,2024-12-26T11:45:00,47,Outbound,Negotiation,Completed,7,0.68,221,16,False
394,4173,13,2024-06-29T11:00:00,44,Inbound,Check-In,Completed,5,0.71,59,13,False
395,1604,1,2024-05-15T13:30:00,20,Outbound,Negotiation,Completed,6,0.46,38,19,False
396,1330,15,2024-11-18T08:30:00,56,Outbound,Check-In,Completed,8,0.73,51,4,True
397,4362,7,2024-12-16T16:00:00,50,Outbound,Technical Deep Dive,Completed,7,0.61,112,11,False
398,1180,1,2024-10-28T10:45:00,53,Inbound,Demo,Completed,3,0.37,188,8,False
399,3028,5,2024-10-26T11:45:00,33,Outbound,Discovery,Completed,5,0.64,186,6,True
400,2304,12,2024-08-23T16:00:00,49,Outbound,Technical Deep Dive,Completed,2,0.51,115,14,True
401,394,13,2023-05-08T14:45:00,36,Outbound,Technical Deep Dive,Completed,6,0.81,261,4,False
402,1988,16,2024-09-23T14:00:00,17,Outbound,Follow-Up,Completed,5,0.56,84,7,True
403,3271,7,2024-06-09T09:00:00,0,Outbound,Discovery,No Show,1,,,0,False
404,1347,6,2024-07-06T13:30:00,27,Outbound,Follow-Up,Completed,4,0.44,198,4,False
405,2998,2,2022-10-04T11:15:00,44,Inbound,QBR,Completed,6,0.71,82,14,False
406,362,9,2023-12-04T13:30:00,40,Outbound,Technical Deep Dive,Completed,2,0.41,47,3,False
407,720,10,2023-04-11T10:30:00,35,Outbound,QBR,Rescheduled,1,,,0,False
408,4736,15,2024-08-23T17:00:00,28,Outbound,Follow-Up,Completed,7,0.66,240,11,True
409,3499,16,2024-12-30T14:15:00,3,Outbound,Negotiation,Voicemail,1,,,0,False
410,1013,7,2024-12-28T12:15:00,52,Outbound,Discovery,Completed,8,0.67,56,20,False
411,4143,6,2022-10-18T16:15:00,-28,Inbound,Follow-Up,Completed,2,0.36,197,11,False
412,1888,8,2023-12-20T11:30:00,49,Outbound,Negotiation,Rescheduled,1,,,0,False
413,2760,15,2024-12-21T10:30:00,41,Outbound,Negotiation,Completed,2,0.53,240,7,True
414,1412,1,2024-08-30T11:30:00,42,Outbound,Technical Deep Dive,Completed,8,0.51,116,8,False
415,1333,8,2023-03-16T11:45:00,22,Outbound,Check-In,Completed,2,0.57,135,5,True
416,952,7,2024-08-10T16:00:00,21,Outbound,Check-In,Completed,8,0.68,154,8,True
417,1957,13,2021-02-12T16:15:00,29,Inbound,QBR,Completed,5,0.75,220,14,True
418,568,7,2023-05-19T15:30:00,57,Outbound,QBR,Completed,6,0.53,141,23,True
419,4040,1,2022-10-10T11:45:00,32,Outbound,Demo,Completed,5,0.39,148,19,True
420,2931,12,2024-12-30T17:30:00,35,Inbound,Demo,Completed,3,0.65,118,12,False
421,3213,2,2023-08-21T17:00:00,17,Outbound,Check-In,Completed,3,0.61,213,6,True
422,267,6,2023-06-07T15:30:00,34,Outbound,Technical Deep Dive,Completed,5,0.78,191,4,True
423,4459,5,2024-06-20T11:15:00,26,Outbound,Follow-Up,Completed,3,0.68,144,6,False
424,1481,13,2023-09-06T10:30:00,21,Outbound,Check-In,Completed,3,0.51,45,4,False
425,657,12,2024-04-17T14:00:00,0,Outbound,Follow-Up,No Show,1,,,0,False
426,3253,13,2024-12-14T12:30:00,54,Inbound,Technical Deep Dive,Completed,7,0.57,200,5,True
427,436,15,2024-12-20T10:15:00,51,Outbound,Demo,Completed,5,0.7,142,13,False
428,700,4,2024-10-10T11:45:00,54,Inbound,Technical Deep Dive,Completed,5,0.69,66,6,False
429,4475,14,2021-11-13T09:30:00,41,Outbound,QBR,Completed,3,0.5,78,12,False
430,2283,3,2024-11-11T15:00:00,53,Outbound,Negotiation,Completed,3,0.51,150,7,True
431,4498,5,2024-12-12T14:15:00,3,Outbound,Demo,Voicemail,1,,,0,False
432,508,9,2022-02-10T13:30:00,16,Outbound,Negotiation,Completed,4,0.63,211,17,False
433,2734,5,2024-10-31T08:00:00,45,Outbound,Negotiation,Completed,3,1.18,104,11,True
434,3379,5,2023-04-03T13:30:00,49,Outbound,Technical Deep Dive,Completed,6,0.5,126,19,True
435,1285,5,2024-08-19T10:45:00,19,Outbound,Discovery,Completed,8,0.49,42,14,False
436,3458,1,2022-05-04T10:45:00,16,Inbound,Technical Deep Dive,Completed,6,0.51,135,8,False
437,1725,3,2023-03-06T16:45:00,56,Outbound,QBR,Completed,6,0.63,177,18,True
438,499,14,2024-10-07T09:00:00,55,Inbound,Negotiation,Completed,7,0.76,215,11,False
439,2749,7,2021-12-24T12:00:00,56,Outbound,Demo,Completed,5,0.69,128,5,False
440,3373,8,2022-10-21T17:30:00,29,Outbound,Technical Deep Dive,Completed,8,0.48,153,17,True
441,3009,11,2021-09-22T09:15:00,,Outbound,Follow-Up,Completed,4,0.34,131,15,False
442,4600,9,2024-12-25T14:00:00,53,Outbound,Follow-Up,Completed,7,0.77,133,3,False
443,3453,7,2022-07-15T12:00:00,50,Outbound,Negotiation,Completed,4,0.49,153,11,True
444,2728,12,2024-09-23T14:45:00,33,Outbound,Check-In,Completed,3,0.49,67,8,True
445,2772,7,2024-12-14T11:45:00,28,Outbound,Technical Deep Dive,Completed,6,0.65,179,7,False
446,1580,15,2024-08-05T15:15:00,25,Outbound,Check-In,Completed,7,0.6,198,7,False
447,1351,5,2023-11-10T12:45:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
448,70,16,2024-12-06T14:15:00,57,Outbound,Negotiation,Completed,7,0.71,152,16,True
449,3980,1,2024-06-23T13:15:00,51,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
450,2181,12,2024-01-20T11:15:00,55,Outbound,Follow-Up,Completed,2,0.49,208,11,True
451,155,15,2024-12-30T12:15:00,0,Outbound,Follow-Up,No Show,1,,,0,False
452,2262,1,2020-06-05T11:30:00,15,Inbound,Check-In,Completed,2,0.48,218,12,False
453,2537,2,2024-10-11T09:45:00,22,Outbound,Technical Deep Dive,Completed,8,0.6,133,16,True
454,4257,10,2024-09-04T14:45:00,0,Outbound,Follow-Up,No Show,1,,,0,False
455,2674,15,2024-12-07T09:30:00,0,Outbound,Check-In,No Show,1,,,0,False
456,2151,14,2020-12-01T15:00:00,0,Outbound,Discovery,No Show,1,,,0,False
457,2676,10,2024-07-21T14:00:00,27,Inbound,Discovery,Completed,4,0.56,226,12,True
458,1250,3,2024-12-13T10:45:00,18,Inbound,Follow-Up,Completed,6,0.53,61,14,True
459,1772,11,2022-07-24T09:00:00,48,Inbound,QBR,Rescheduled,1,,,0,False
460,698,12,2022-06-25T13:15:00,32,Outbound,Follow-Up,Completed,6,0.69,73,17,False
461,663,15,2024-11-24T15:30:00,42,Outbound,Follow-Up,Completed,7,0.43,158,14,False
462,1660,6,2024-11-09T13:30:00,25,Inbound,Check-In,Completed,3,0.53,123,15,False
463,584,16,2024-12-26T13:30:00,58,Outbound,Demo,Completed,2,0.59,129,12,False
464,1359,12,2024-02-04T10:00:00,1,Outbound,Check-In,Voicemail,1,,,0,False
465,2,15,2024-12-08T09:15:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
466,538,7,2024-06-04T08:15:00,32,Outbound,Check-In,Completed,2,0.45,153,7,False
467,1393,13,2024-12-27T11:00:00,34,Outbound,Negotiation,Completed,3,0.66,145,4,False
468,4952,4,2024-11-11T15:45:00,44,Outbound,Follow-Up,Completed,2,0.69,98,13,False
469,2339,7,2023-05-21T16:30:00,,Outbound,Demo,Completed,6,0.5,45,20,True
470,753,6,2024-12-29T14:30:00,2,Outbound,Demo,Voicemail,1,,,0,False
471,1787,1,2024-11-07T10:15:00,41,Outbound,Demo,Rescheduled,1,,,0,False
472,1542,13,2023-01-30T12:00:00,26,Outbound,Discovery,Completed,5,0.66,187,2,False
473,108,7,2024-10-14T16:30:00,42,Inbound,Discovery,Completed,7,0.5,210,13,False
474,1569,8,2024-12-20T09:00:00,38,Inbound,Demo,Rescheduled,1,,,0,False
475,4688,16,2024-12-29T15:45:00,34,Outbound,Technical Deep Dive,Completed,3,0.36,180,12,False
476,2493,12,2024-11-04T10:30:00,35,Outbound,Discovery,Completed,4,0.73,98,12,False
477,560,9,2024-12-28T15:45:00,40,Outbound,Follow-Up,Completed,5,0.58,289,6,True
478,2305,12,2023-06-22T11:15:00,57,Outbound,Technical Deep Dive,Completed,2,0.73,46,3,True
479,3992,7,2023-11-01T09:15:00,49,Outbound,Check-In,Rescheduled,1,,,0,False
480,4169,4,2022-03-07T14:00:00,46,Outbound,Technical Deep Dive,Completed,3,0.75,235,7,True
481,1934,14,2023-09-20T15:15:00,51,Inbound,Demo,Completed,5,0.8,139,9,False
482,3451,2,2021-08-16T11:00:00,0,Outbound,Follow-Up,No Show,1,,,0,False
483,4777,5,2024-12-30T12:45:00,36,Inbound,Demo,Completed,3,0.68,133,8,False
484,2628,13,2022-09-09T12:45:00,26,Inbound,Check-In,Completed,5,1.2,36,9,True
485,4209,8,2024-12-09T13:15:00,20,Outbound,Negotiation,Completed,8,0.66,177,19,True
486,571,5,2023-07-18T11:45:00,41,Outbound,Follow-Up,Rescheduled,1,,,0,False
487,4444,5,2024-12-07T08:45:00,32,Outbound,Demo,Completed,8,0.64,221,15,True
488,489,2,2023-07-06T13:30:00,39,Outbound,Demo,Completed,7,0.64,232,12,True
489,4581,1,2024-11-16T11:45:00,19,Inbound,Negotiation,Completed,4,0.41,103,8,False
490,3766,12,2022-06-14T12:00:00,50,Outbound,Discovery,Completed,7,0.57,130,20,True
491,3165,12,2024-11-06T11:00:00,15,Outbound,Discovery,Completed,7,0.67,35,12,False
492,559,1,2024-04-06T11:45:00,45,Inbound,Check-In,Rescheduled,1,,,0,False
493,813,5,2024-06-09T15:45:00,54,Outbound,Follow-Up,Completed,3,0.49,90,7,True
494,2211,12,2024-12-01T14:15:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
495,3445,10,2022-05-02T11:45:00,47,Inbound,Follow-Up,Completed,8,0.7,170,14,False
496,4202,2,2024-12-07T13:30:00,19,Outbound,QBR,Completed,6,0.45,144,19,False
497,4933,1,2023-06-11T12:00:00,55,Inbound,Demo,Completed,7,0.54,176,7,False
498,4188,15,2024-12-10T13:15:00,,Inbound,Negotiation,No Show,1,,,0,False
499,759,12,2024-06-11T10:15:00,48,Inbound,Technical Deep Dive,Completed,6,0.48,177,15,False
500,255,4,2023-04-17T12:45:00,51,Outbound,QBR,Rescheduled,1,,,0,False
501,1599,7,2023-10-14T15:00:00,35,Outbound,Follow-Up,Completed,4,0.5,171,7,False
502,4408,8,2023-10-07T11:30:00,60,Outbound,Check-In,Completed,5,0.37,87,12,False
503,3530,8,2022-11-11T13:00:00,,Outbound,Check-In,Completed,6,0.55,184,8,False
504,1108,7,2024-10-03T11:00:00,52,Outbound,Negotiation,Completed,4,0.57,121,8,True
505,4643,7,2024-02-23T15:45:00,41,Inbound,Technical Deep Dive,Completed,2,0.42,63,17,False
506,233,11,2024-12-29T14:30:00,51,Outbound,Check-In,Completed,5,0.44,47,10,False
507,862,2,2024-09-03T16:30:00,41,Outbound,Negotiation,Completed,3,0.57,35,13,False
508,650,9,2022-11-24T10:00:00,18,Outbound,QBR,Completed,8,0.73,34,11,False
509,177,8,2023-06-21T14:15:00,46,Outbound,Check-In,Completed,6,0.45,81,17,True
510,1811,12,2024-06-09T14:15:00,59,Outbound,QBR,Rescheduled,1,,,0,False
511,4611,13,2024-10-17T14:15:00,0,Outbound,QBR,No Show,1,,,0,False
512,588,6,2021-10-28T15:30:00,0,Outbound,Follow-Up,No Show,1,,,0,False
513,2001,5,2024-12-20T10:00:00,0,Outbound,Check-In,No Show,1,,,0,False
514,4051,14,2023-09-08T15:45:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
515,2751,7,2024-12-13T08:30:00,40,Outbound,Check-In,Completed,4,0.51,163,9,False
516,2163,4,2024-12-02T17:00:00,26,Outbound,Negotiation,Completed,3,0.45,209,9,True
517,349,4,2024-03-16T15:00:00,50,Inbound,QBR,Completed,4,0.51,223,17,False
518,1744,16,2024-11-05T15:45:00,49,Outbound,Follow-Up,Completed,2,0.36,47,12,True
519,2667,3,2023-03-20T17:00:00,20,Outbound,Negotiation,Completed,6,0.61,66,18,False
520,1118,10,2024-01-17T15:30:00,42,Outbound,Negotiation,Completed,5,0.55,146,12,True
521,3213,2,2023-08-06T09:45:00,39,Outbound,Check-In,Completed,5,0.65,196,19,False
522,1018,14,2023-09-01T14:00:00,-30,Outbound,QBR,Completed,8,0.56,223,4,True
523,2202,1,2024-07-20T14:30:00,26,Outbound,Demo,Rescheduled,1,,,0,False
524,123,15,2024-11-02T14:00:00,39,Inbound,Check-In,Completed,7,0.5,89,15,False
525,1529,9,2023-06-23T11:30:00,25,Outbound,Discovery,Completed,6,0.58,210,3,False
526,418,14,2023-10-13T16:00:00,46,Outbound,Demo,Completed,6,0.64,76,5,False
527,909,11,2024-11-07T12:15:00,1,Inbound,Technical Deep Dive,Voicemail,1,,,0,False
528,571,5,2023-06-22T13:15:00,38,Inbound,QBR,Rescheduled,1,,,0,False
529,1369,16,2030-06-15T10:00:00,20,Inbound,Discovery,Rescheduled,1,,,0,False
530,4846,5,2023-07-28T09:45:00,45,Inbound,Technical Deep Dive,Completed,6,0.41,146,12,False
531,105,1,2023-09-24T10:00:00,30,Inbound,Follow-Up,Completed,2,0.58,86,14,False
532,1215,2,2024-06-02T12:45:00,42,Outbound,Discovery,Rescheduled,1,,,0,False
533,936,4,2023-07-25T11:00:00,50,Inbound,Technical Deep Dive,Completed,2,0.75,72,9,False
534,879,8,2023-09-11T15:15:00,36,Outbound,Demo,Completed,3,0.62,141,15,True
535,565,9,2023-04-03T10:30:00,20,Outbound,Discovery,Completed,7,0.55,113,11,False
536,2906,13,2024-12-06T13:00:00,37,Outbound,Follow-Up,Rescheduled,1,,,0,False
537,2185,16,2021-02-26T15:15:00,26,Inbound,Follow-Up,Completed,8,0.51,176,11,True
538,3214,7,2024-12-29T14:15:00,0,Outbound,Check-In,No Show,1,,,0,False
539,302,4,2021-09-10T09:00:00,,Outbound,QBR,Completed,6,0.37,233,4,False
540,3752,10,2024-12-27T13:30:00,-58,Outbound,Technical Deep Dive,Completed,7,0.65,161,4,False
541,1630,5,2024-09-08T12:45:00,41,Outbound,Negotiation,Completed,4,0.6,164,16,True
542,2319,16,2024-12-29T09:30:00,22,Inbound,Demo,Completed,4,0.77,233,8,True
543,2892,12,2023-11-03T17:30:00,49,Outbound,Follow-Up,Completed,2,0.56,127,1,False
544,1951,12,2023-08-11T12:30:00,47,Outbound,Follow-Up,Completed,2,0.64,44,16,False
545,3146,5,2022-10-29T15:30:00,0,Inbound,Check-In,No Show,1,,,0,False
546,416,15,2024-12-23T09:00:00,24,Inbound,QBR,Completed,4,0.52,111,12,True
547,2835,15,2024-09-23T12:15:00,30,Outbound,Demo,Completed,2,0.56,52,12,True
548,3353,10,2021-11-11T11:45:00,52,Outbound,Follow-Up,Rescheduled,1,,,0,False
549,3435,12,2024-12-04T11:30:00,53,Outbound,Demo,Completed,2,0.5,151,10,True
550,574,12,2024-05-15T10:00:00,44,Inbound,Follow-Up,Completed,3,0.69,152,3,False
551,2414,16,2024-05-29T15:45:00,35,Outbound,Demo,Completed,6,0.51,64,3,False
552,2563,1,2024-04-16T13:45:00,20,Outbound,Follow-Up,Completed,5,0.77,219,2,False
553,3913,5,2024-08-03T12:45:00,41,Inbound,Negotiation,Completed,7,0.4,207,13,True
554,3401,13,2024-09-19T13:30:00,32,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
555,566,13,2021-06-21T09:15:00,30,Inbound,Check-In,Rescheduled,1,,,0,False
