activity_id,lead_id,campaign_id,activity_type,activity_date,utm_source
513,7637,94,Page Visit,2020-08-26T02:33:00,twitter
514,3297,47,Page Visit,2020-03-23T23:14:00,
515,1643,106,Unsubscribe,2023-10-11T23:00:00,
516,1192,20,Email Click,2021-11-26T04:16:00,
517,5769,130,Email Open,2021-05-07T10:30:00,
518,6875,89,Email Open,2022-04-26T09:05:00,
519,1648,158,Webinar Registration,2024-12-26T00:00:00,
520,4129,127,Email Open,2020-03-07T16:03:00,
521,7794,140,Content Download,2020-05-16T13:10:00,
522,2327,176,Form Fill,2023-07-05T04:47:00,linkedin
523,7649,135,Unsubscribe,2024-11-02T18:04:00,
524,6194,184,Form Fill,2021-03-29T12:39:00,twitter
525,34,23,Content Download,2023-11-24T12:02:00,
526,2964,79,Email Open,2023-10-09T20:22:00,
527,1338,46,Content Download,2024-09-24T22:11:00,
528,2900,77,Email Click,2020-04-02T10:17:00,
529,898,127,Email Open,2020-03-01T18:00:00,
530,4530,2,Unsubscribe,2024-12-30T00:00:00,
531,2463,96,Email Click,2021-12-03T08:36:00,
532,2389,,Form Fill,2024-12-31T00:00:00,
533,5073,143,Email Open,2020-05-04T00:56:00,
534,7919,46,Page Visit,2024-09-24T01:31:00,facebook
535,3747,99,Email Open,2022-09-08T16:50:00,
536,1030,186,Webinar Attended,2024-10-21T21:58:00,
537,3783,111,Email Bounce,2024-10-04T03:19:00,
538,548,36,Email Open,2021-01-06T08:28:00,
539,7751,,Email Open,2021-04-04T14:29:00,
540,1271,185,Form Fill,2023-06-29T04:15:00,twitter
541,5314,161,Form Fill,2023-03-08T17:19:00,google
542,7930,94,Ad Click,2020-07-26T10:11:00,direct
543,4227,182,Email Open,2021-01-26T05:25:00,
544,31,104,Email Bounce,2021-03-24T19:57:00,
545,3060,122,Webinar Registration,2023-11-15T06:04:00,
546,5027,200,Email Open,2023-06-24T09:42:00,
547,7011,184,Webinar Attended,2021-03-09T14:59:00,
548,701,3,Ad Click,2024-02-02T10:01:00,linkedin
549,2476,78,Email Open,2020-12-17T16:28:00,
550,2342,166,Webinar Registration,2023-07-03T18:12:00,
551,1419,127,Content Download,2020-03-06T21:36:00,
552,2139,192,Email Open,2024-10-02T06:22:00,
553,513,2,Webinar Registration,2024-12-13T00:00:00,
554,6230,93,Ad Click,2021-03-15T09:36:00,google
555,7815,135,Ad Click,2024-10-25T03:02:00,google
556,2381,85,Content Download,2020-08-30T19:46:00,
557,7094,22,Email Open,2021-01-01T05:16:00,
558,6751,131,Webinar Attended,2022-08-27T22:46:00,
559,2304,122,Webinar Registration,2023-10-14T10:10:00,
560,3538,81,Email Open,2020-04-18T18:53:00,
561,2324,149,Webinar Registration,2024-06-09T17:21:00,
562,4709,,Form Fill,2023-11-24T11:02:00,linkedin
563,4938,61,Ad Click,2023-05-25T07:21:00,
564,6756,26,Form Fill,2022-09-14T10:01:00,direct
565,7273,13,Content Download,2023-06-24T05:51:00,
566,6150,150,,2021-02-01T17:07:00,
567,6603,195,Page Visit,2024-11-12T08:16:00,google
568,4872,,Email Open,2022-04-03T05:17:00,
569,1207,132,Email Open,2022-10-22T04:46:00,
570,3890,107,Content Download,2030-03-15T14:30:00,
571,6781,80,Page Visit,2023-03-22T06:50:00,twitter
572,4963,188,Page Visit,2024-06-21T05:37:00,twitter
573,912,143,Form Fill,2020-05-15T01:14:00,
574,2458,97,,2021-08-31T15:31:00,
575,2030,40,Email Open,2021-09-30T21:21:00,
576,2973,83,Form Fill,2024-07-10T02:59:00,direct
577,2533,163,Content Download,2021-12-26T08:17:00,
578,406,1,Email Open,2020-02-18T20:17:00,
579,1603,155,Email Click,2021-12-04T22:21:00,
580,6798,157,Email Open,2020-07-13T17:34:00,
581,7287,123,Webinar Attended,2020-04-21T20:11:00,
582,1564,127,Webinar Attended,2020-04-14T01:50:00,
583,5731,64,Unsubscribe,2022-07-13T05:13:00,
584,4697,111,Content Download,2024-12-02T06:17:00,
585,5496,183,Page Visit,2020-12-06T11:32:00,linkedin
586,5422,121,Webinar Registration,2020-06-04T10:12:00,
587,7216,19,Page Visit,2024-01-27T12:30:00,direct
588,2011,157,Email Open,2020-07-08T13:00:00,
589,2250,57,Email Open,2021-05-17T03:10:00,
590,5106,106,Unsubscribe,2023-10-29T01:14:00,
591,3515,117,Content Download,2021-01-09T15:05:00,
592,4061,52,Form Fill,2020-12-02T09:30:00,
593,7860,123,Email Open,2020-04-27T23:43:00,
594,2155,58,Email Click,2023-02-18T04:37:00,
595,7460,74,Email Open,2023-05-17T14:36:00,
596,2658,192,Email Click,2024-10-03T11:17:00,
597,897,69,Form Fill,2020-10-06T21:35:00,
598,232,129,Page Visit,2022-12-18T12:51:00,facebook
599,4349,19,Email Open,2024-02-14T16:10:00,
600,3967,7,,2023-10-18T04:37:00,
601,1530,169,Email Open,2030-03-15T14:30:00,
602,7580,11,Email Click,2022-05-21T11:18:00,
603,1536,69,Form Fill,2020-09-27T02:20:00,referral
604,1389,75,Ad Click,2023-09-02T00:04:00,direct
605,3778,111,Webinar Registration,2024-10-04T21:55:00,
606,4266,159,Webinar Registration,2021-06-20T15:25:00,
607,1061,79,,2023-10-14T12:21:00,
608,91,183,Email Open,2021-02-06T11:24:00,
609,4226,149,Webinar Registration,2024-05-25T01:13:00,
610,1126,138,Email Open,2024-04-21T01:22:00,
611,3983,54,Email Open,2023-03-02T07:39:00,
612,1076,148,Email Open,2020-06-30T02:20:00,
613,7131,195,Page Visit,2024-11-18T16:12:00,facebook
614,3271,29,Content Download,2020-10-18T08:37:00,
615,3205,140,Email Open,2020-05-10T13:19:00,
616,3724,123,Email Bounce,2020-04-07T10:29:00,
617,1821,98,,2023-09-09T21:47:00,
618,1041,142,Form Fill,2022-07-06T20:52:00,linkedin
619,4171,141,Email Open,2022-11-28T20:53:00,
620,1855,81,Form Fill,2020-04-23T02:38:00,linkedin
621,2331,95,Email Open,2020-01-27T10:52:00,
622,2012,,Email Click,2023-07-25T22:43:00,
623,2887,125,Unsubscribe,2024-12-15T00:00:00,
624,5218,24,Page Visit,2023-03-16T21:32:00,linkedin
625,2932,89,,2022-04-25T01:28:00,referral
626,5674,145,Email Open,2020-05-14T12:54:00,
627,3199,144,Content Download,2022-10-15T15:33:00,
628,5686,198,Page Visit,2022-09-02T12:37:00,direct
629,5234,48,Form Fill,2022-04-23T14:29:00,
630,7771,172,Unsubscribe,2020-10-26T00:06:00,
631,7477,26,Email Click,2022-10-02T05:38:00,
632,3972,63,Form Fill,2022-04-24T20:42:00,google
633,795,161,Page Visit,2023-03-09T08:40:00,
634,2013,154,Unsubscribe,2024-06-09T07:19:00,
635,3977,80,Page Visit,2023-03-14T10:56:00,
636,6209,37,Page Visit,2022-03-27T00:37:00,google
637,4123,51,Email Click,2024-08-01T01:16:00,
638,3431,93,Email Open,2021-04-30T19:10:00,
639,2733,139,Ad Click,2020-10-25T14:08:00,referral
640,2552,164,Email Open,2030-03-15T14:30:00,
641,4409,104,Email Open,2021-06-10T03:03:00,
642,5977,4,Content Download,2021-01-04T15:53:00,
643,445,84,Email Bounce,2021-08-27T11:35:00,
644,5165,74,Unsubscribe,2023-04-25T09:36:00,
645,1828,196,Email Open,2024-05-08T14:55:00,
646,7582,63,Email Open,2022-05-04T11:04:00,
647,3172,160,Email Open,2021-01-19T05:36:00,
648,5356,144,Email Click,2022-09-03T14:06:00,
649,2327,14,Ad Click,2020-08-13T19:33:00,google
650,5506,118,Content Download,2023-12-24T15:10:00,
651,1967,149,Ad Click,2024-05-22T17:33:00,
652,5546,83,Ad Click,2024-07-31T07:44:00,referral
653,6028,,Webinar Registration,2024-01-02T04:14:00,
654,4325,185,Form Fill,2023-07-31T08:11:00,referral
655,480,85,Webinar Registration,2020-09-26T06:53:00,
656,766,173,Content Download,2023-06-15T04:26:00,
657,6341,48,Page Visit,2022-04-19T14:35:00,direct
658,1058,123,Form Fill,2020-05-16T05:29:00,referral
659,2460,77,Webinar Registration,2020-02-02T17:23:00,
660,7662,121,,2020-05-26T03:53:00,
661,64,115,Email Open,2020-07-07T05:33:00,
662,3027,17,Form Fill,2022-10-04T06:55:00,google
663,4090,,Content Download,2023-10-19T00:30:00,
664,5137,,Webinar Attended,2022-07-08T19:11:00,
665,4396,141,Email Open,2022-12-16T22:01:00,
666,936,102,,2023-04-21T16:57:00,
667,1920,108,Email Click,2023-12-09T18:21:00,
668,1358,26,Email Open,2022-07-20T08:01:00,
669,944,60,Email Open,2021-03-04T10:28:00,
670,6522,83,Page Visit,2024-08-16T17:33:00,
671,5084,177,Email Open,2020-07-01T03:26:00,
672,1005,56,Form Fill,2021-08-21T14:12:00,google
673,2271,79,Form Fill,2023-10-07T19:45:00,linkedin
674,7986,48,Email Click,2022-04-28T16:51:00,
675,4252,91,,2024-04-22T10:37:00,
676,5780,124,Content Download,2022-02-03T20:52:00,
677,1501,50,Form Fill,2024-10-04T08:17:00,direct
678,2180,188,Email Open,2024-06-11T12:11:00,
679,5489,3,Webinar Registration,2024-02-03T06:09:00,
680,6478,8,Email Open,2024-12-13T17:23:00,
681,4596,184,Email Click,2021-03-01T12:41:00,
682,523,39,Form Fill,2020-12-16T22:11:00,google
683,4458,198,Webinar Registration,2022-07-28T04:27:00,
684,1030,29,Email Click,2020-12-01T07:59:00,
685,6183,12,Content Download,2022-09-12T19:55:00,
686,2119,187,Email Open,2021-10-10T12:44:00,
687,1392,112,Webinar Attended,2020-09-07T23:58:00,
688,2238,148,Email Open,2030-03-15T14:30:00,
689,1970,119,Content Download,2023-07-08T04:59:00,
690,7592,79,Content Download,2023-10-19T11:03:00,
691,1203,118,Form Fill,2023-10-23T14:23:00,
692,821,113,Email Open,2021-01-07T03:21:00,
693,2829,153,Email Click,2021-10-08T23:36:00,
694,4327,156,Webinar Attended,2024-04-09T23:23:00,
695,277,51,Email Open,2024-05-27T11:33:00,
696,517,109,Email Open,2020-03-22T00:14:00,
697,383,159,Unsubscribe,2021-07-03T07:51:00,
698,7077,65,Email Open,2022-09-04T15:04:00,
699,103,43,Form Fill,2020-04-10T04:04:00,google
700,5023,145,Email Click,2020-06-16T09:19:00,
701,1529,175,Ad Click,2020-06-30T21:04:00,facebook
702,260,113,Email Click,2020-11-27T12:31:00,
703,3302,100,Email Open,2021-01-20T09:23:00,
704,30,13,Email Open,2023-06-17T08:18:00,
705,4621,121,Email Open,2020-05-23T13:13:00,
706,436,174,Email Open,2020-05-06T00:02:00,
707,6815,94,Page Visit,2020-08-10T18:15:00,linkedin
708,646,150,Page Visit,2021-02-12T08:51:00,linkedin
709,4244,191,Form Fill,2023-03-28T21:47:00,referral
710,1912,92,Ad Click,2021-08-22T19:45:00,facebook
711,7034,152,Email Open,2020-05-14T04:59:00,
712,108,52,Content Download,2020-11-06T14:52:00,
713,1616,76,Content Download,2021-04-02T07:12:00,
714,7437,72,Page Visit,2024-07-01T19:57:00,linkedin
715,2957,54,Email Click,2023-04-18T15:42:00,
716,1226,190,Form Fill,2023-03-09T14:23:00,twitter
717,5245,127,Page Visit,2020-04-14T09:52:00,referral
718,2600,133,Webinar Registration,2020-03-12T05:52:00,
719,7783,76,Webinar Attended,2021-05-25T04:42:00,
720,3766,79,Ad Click,2023-10-14T02:41:00,twitter
721,5234,112,,2020-09-08T22:46:00,
722,2179,144,Form Fill,2022-10-19T02:49:00,direct
723,2594,95,Form Fill,2020-01-31T12:24:00,google
724,4376,79,Form Fill,2023-10-09T00:51:00,twitter
725,4316,81,Email Open,2020-04-21T07:25:00,
726,3295,58,Webinar Registration,2023-01-09T12:53:00,
727,7339,28,Form Fill,2020-04-30T12:29:00,referral
728,5131,121,Content Download,2020-05-20T01:18:00,
729,6226,51,Email Open,2024-07-02T12:40:00,
730,784,172,Email Click,2020-10-14T23:29:00,
731,431,100,Webinar Attended,2021-01-09T13:52:00,
732,2353,172,Email Open,2020-09-21T03:48:00,
733,6678,87,Webinar Attended,2021-01-17T21:19:00,
734,5453,94,Email Bounce,2020-10-29T00:39:00,
735,7405,149,Content Download,2024-05-12T17:49:00,
736,1852,22,Form Fill,2020-12-28T07:57:00,twitter
737,7226,16,Ad Click,2023-12-14T14:43:00,twitter
738,3122,51,Content Download,2024-06-10T05:37:00,
739,1806,106,Ad Click,2023-10-11T06:13:00,facebook
740,4890,76,Webinar Registration,2021-03-27T18:04:00,
741,6976,132,Content Download,2022-11-09T04:36:00,
742,1207,119,Email Open,2023-08-09T09:18:00,
743,1708,173,Email Open,2023-06-21T01:41:00,
744,3590,142,Form Fill,2022-06-25T04:53:00,google
745,3336,111,Email Click,2024-11-07T21:29:00,
746,6124,129,Form Fill,2023-02-27T18:03:00,google
747,4764,125,Form Fill,2024-12-24T00:00:00,referral
748,1502,92,Email Open,2021-08-14T06:21:00,
749,1896,,Ad Click,2023-12-16T03:31:00,
750,5393,41,Email Click,2023-04-18T17:44:00,
751,1264,107,Email Open,2021-09-16T14:48:00,
752,6426,149,Email Bounce,2024-05-19T16:55:00,
753,7180,111,Email Open,2024-11-16T02:40:00,
754,4930,162,Email Click,2024-03-07T11:34:00,
755,6544,86,Form Fill,2021-10-09T12:44:00,facebook
756,1815,76,Webinar Registration,2021-04-27T02:37:00,
757,7157,28,Webinar Registration,2020-06-01T11:46:00,
758,7342,47,Email Open,2020-03-22T12:20:00,
759,2691,,Webinar Registration,2021-02-04T20:11:00,
760,7556,21,Webinar Registration,2022-01-04T14:26:00,
761,218,95,Form Fill,2020-01-21T06:19:00,linkedin
762,1403,7,Email Open,2023-10-26T18:38:00,
763,942,47,Content Download,2020-03-22T03:41:00,
764,3745,129,Email Click,2022-12-11T18:39:00,
765,3151,13,Page Visit,2023-06-29T20:59:00,twitter
766,2370,14,Form Fill,2020-07-30T13:40:00,facebook
767,5790,17,Content Download,2022-09-19T20:56:00,
768,4253,68,Form Fill,2024-12-28T19:43:00,facebook
769,1211,105,Webinar Attended,2021-07-12T15:02:00,
770,3634,136,Page Visit,2020-05-02T23:46:00,
771,552,148,Email Open,2020-05-17T03:30:00,
772,5264,63,Content Download,2022-05-16T12:28:00,
773,3595,146,Email Click,2023-12-18T16:27:00,
774,1482,137,Email Open,2023-07-04T20:54:00,
775,5190,29,Email Open,2020-11-10T03:50:00,
776,7453,163,Email Open,2021-12-23T04:05:00,
777,3005,177,Page Visit,2020-07-15T09:13:00,google
778,5518,3,Email Bounce,2024-02-01T12:20:00,
779,6755,150,Unsubscribe,2021-02-24T13:12:00,
780,2010,3,Email Open,2024-02-06T20:08:00,
781,2396,1,Content Download,2020-03-23T02:02:00,
782,552,59,Form Fill,2022-11-27T11:32:00,direct
783,2432,,Email Open,2020-11-11T20:58:00,
784,2807,168,Email Open,2020-12-30T03:17:00,
785,3750,109,Email Open,2020-03-14T06:34:00,
786,2584,60,Email Open,2021-03-09T15:50:00,
787,5289,22,Content Download,2020-12-28T15:06:00,
788,163,,Content Download,2023-05-07T13:27:00,
789,239,99,Form Fill,2022-09-12T22:14:00,referral
790,4693,113,Form Fill,2020-11-30T05:33:00,direct
791,2729,137,Form Fill,2023-07-05T02:38:00,
792,4724,197,Content Download,2020-12-04T16:01:00,
793,3223,97,Email Click,2021-08-06T10:57:00,
794,7215,67,Webinar Attended,2022-03-06T15:18:00,
795,1404,68,Email Click,2024-12-11T00:00:00,
796,3011,17,Email Open,2022-09-01T05:04:00,
797,7961,156,Form Fill,2024-03-28T20:30:00,direct
798,5621,67,Form Fill,2022-03-07T04:55:00,direct
799,4671,8,Webinar Registration,2024-10-16T08:44:00,
800,1857,7,Email Open,2023-10-29T22:21:00,
801,5815,39,Unsubscribe,2020-11-13T19:55:00,
802,3869,35,Content Download,2021-01-08T21:25:00,
803,4622,57,Email Click,2021-05-14T03:10:00,
804,994,176,Ad Click,2023-08-02T15:49:00,facebook
805,1637,5,Page Visit,2023-10-24T05:58:00,referral
806,3348,101,Ad Click,2021-06-06T15:42:00,referral
807,1578,35,Email Open,2021-01-06T14:24:00,
808,5537,47,Email Open,2020-03-18T18:40:00,
809,407,111,Content Download,2024-11-20T18:53:00,
810,222,180,Email Open,2021-09-18T00:46:00,
811,1913,68,Email Click,2024-12-26T00:00:00,
812,6207,120,Email Open,2021-05-20T10:11:00,
813,2265,40,Email Open,2021-10-23T11:22:00,
814,6431,42,Ad Click,2024-07-05T07:24:00,
815,813,195,Page Visit,2024-11-20T12:09:00,linkedin
816,5008,155,Webinar Attended,2021-12-16T02:23:00,
817,6521,197,Email Open,2021-01-07T05:26:00,
818,1956,161,Content Download,2023-03-20T02:55:00,
819,5769,179,Page Visit,2020-04-28T21:12:00,linkedin
820,1476,53,Page Visit,2024-01-05T23:32:00,twitter
821,4148,63,Email Click,2022-04-03T05:17:00,
822,7326,163,Form Fill,2021-11-18T01:08:00,google
823,6366,159,Webinar Registration,2021-05-19T11:21:00,
824,6569,122,Email Click,2023-11-18T18:09:00,
825,4687,83,Email Open,2024-07-20T09:03:00,
826,1410,43,Email Click,2020-05-12T00:33:00,
827,7168,167,Email Click,2020-08-24T16:46:00,
828,665,71,Email Open,2021-05-19T07:03:00,
829,2987,54,Content Download,2023-04-28T09:05:00,
830,6909,167,Page Visit,2020-10-31T06:58:00,google
831,3851,98,Email Open,2023-07-02T18:18:00,
832,1666,90,Content Download,2020-10-15T00:48:00,
833,5916,177,Email Open,2020-07-04T04:45:00,
834,6644,194,Ad Click,2023-09-29T18:25:00,referral
835,4918,82,Webinar Attended,2024-12-31T00:00:00,
836,2362,79,Webinar Attended,2023-10-15T05:02:00,
837,78,66,Email Bounce,2023-05-17T17:02:00,
838,4303,49,Content Download,2023-04-19T05:49:00,
839,7676,188,Webinar Registration,2024-05-13T00:46:00,
840,5282,90,Webinar Registration,2020-10-20T18:38:00,
841,1194,148,Page Visit,2020-06-13T17:53:00,
842,375,162,Email Open,2024-03-10T17:07:00,
843,6618,64,Email Bounce,2022-08-14T14:53:00,
844,2935,124,Email Open,2022-02-13T15:43:00,
845,2432,14,Webinar Attended,2020-08-18T01:17:00,
846,3512,134,Ad Click,2021-01-23T18:27:00,
847,4305,,Webinar Registration,2021-06-22T19:26:00,
848,2759,11,Webinar Attended,2022-04-29T03:47:00,
849,5016,173,Page Visit,2023-06-17T06:13:00,google
850,7149,189,Email Open,2024-10-27T13:18:00,
851,6887,70,Email Click,2024-02-12T17:59:00,
852,3248,63,Form Fill,2022-05-10T08:30:00,twitter
853,5461,126,Email Open,2021-06-28T22:34:00,
854,3360,33,Webinar Attended,2020-12-08T13:34:00,
855,2997,153,Email Open,2021-09-18T05:33:00,
856,1511,64,Email Open,2022-09-07T07:50:00,
857,330,159,,2021-06-28T10:41:00,
858,667,82,Email Click,2024-11-28T09:56:00,
859,4644,75,Page Visit,2023-09-26T09:08:00,google
860,7696,54,Email Open,2023-03-12T04:03:00,
861,5764,41,Email Open,2023-04-01T01:30:00,
862,5323,23,Content Download,2023-12-22T07:33:00,
863,5631,196,Ad Click,2024-06-07T13:23:00,
864,6259,180,Webinar Registration,2021-10-03T08:04:00,
865,2009,138,Ad Click,2024-04-13T19:52:00,direct
866,7995,155,Ad Click,2021-10-28T00:34:00,linkedin
867,4218,155,Form Fill,2021-12-04T22:56:00,twitter
868,3605,59,Email Open,2022-11-26T16:30:00,
869,222,110,Email Open,2030-03-15T14:30:00,
870,5263,186,Webinar Attended,2024-10-18T21:17:00,
871,2928,173,Page Visit,2023-06-12T17:37:00,direct
872,7184,115,Email Open,2020-06-10T10:31:00,
873,5720,129,Webinar Registration,2022-12-08T23:52:00,
874,1238,188,Email Open,2024-06-05T23:16:00,
875,7303,136,Form Fill,2020-05-04T18:18:00,twitter
876,6267,195,Content Download,2024-11-18T09:52:00,
877,7729,71,Page Visit,2021-04-23T00:00:00,linkedin
878,1015,51,Email Bounce,2024-08-19T12:11:00,
879,1672,120,Webinar Attended,2021-04-09T15:44:00,
880,1493,8,Page Visit,2024-12-26T00:00:00,twitter
881,3228,99,Email Bounce,2022-10-19T04:59:00,
882,188,158,Email Open,2024-11-22T14:17:00,
883,5564,,Page Visit,2022-04-15T00:36:00,google
884,4182,149,Email Open,2024-06-17T00:31:00,
885,3193,108,Email Click,2023-11-22T10:54:00,
886,1591,62,Email Open,2021-03-25T12:14:00,
887,5240,75,Email Open,2023-09-01T13:05:00,
888,6052,163,Email Open,2021-12-10T02:35:00,
889,1119,15,Ad Click,2024-11-09T08:55:00,google
890,1010,193,Webinar Registration,2020-11-19T06:50:00,
891,4833,19,Email Open,2024-01-26T03:07:00,
892,1917,161,Form Fill,2023-03-22T17:30:00,direct
893,4866,159,Webinar Registration,2021-07-11T19:31:00,
894,3097,74,Page Visit,2023-04-01T19:31:00,referral
895,6469,186,Content Download,2024-10-14T19:13:00,
896,2769,187,Ad Click,2021-10-18T08:59:00,twitter
897,5752,169,Ad Click,2024-04-29T08:18:00,linkedin
898,6236,136,Ad Click,2020-04-29T19:31:00,referral
899,7172,136,Ad Click,2020-05-28T01:06:00,facebook
900,1518,162,Email Click,2024-03-06T13:40:00,
901,6995,27,Content Download,2023-02-16T14:54:00,
902,1002,126,Form Fill,2021-06-22T06:47:00,facebook
903,365,51,Email Click,2024-05-26T20:33:00,
904,3756,146,Email Click,2023-12-09T10:31:00,
905,1654,196,Webinar Attended,2024-07-23T06:34:00,
906,3944,27,Webinar Registration,2023-02-10T08:03:00,
907,7001,19,Content Download,2024-02-06T03:51:00,
908,5504,143,Webinar Registration,2020-05-09T01:17:00,
909,2543,115,Content Download,2020-06-13T11:41:00,
910,6462,94,Email Click,2020-09-25T15:50:00,
911,4345,95,Email Open,2020-01-28T02:13:00,
912,6451,107,Email Open,2021-09-27T01:49:00,
913,5572,92,Unsubscribe,2021-09-01T15:15:00,
914,7303,4,Email Open,2021-01-06T17:22:00,
915,3886,85,Webinar Registration,2020-09-11T14:53:00,
916,4363,165,Email Open,2021-03-23T21:48:00,
917,7971,138,Content Download,2024-05-24T18:01:00,
918,5235,153,Email Open,2021-10-07T08:21:00,
919,5499,143,Webinar Registration,2020-05-04T06:10:00,
920,3624,136,Webinar Registration,2020-05-12T07:33:00,
921,6221,173,Ad Click,2023-06-08T00:06:00,facebook
922,5523,2,Webinar Registration,2024-11-30T08:18:00,
923,6090,104,Form Fill,2021-04-16T13:48:00,facebook
924,452,114,Form Fill,2023-11-23T20:23:00,referral
925,5107,73,Email Open,2021-08-03T08:34:00,
926,3829,173,Content Download,2023-07-04T10:45:00,
